problem_id,type_group_id,type_bounds,Len,type_bounds_score,n_testcases,specification_no,extract_no,Use?,Assignee,additional_notes,Subjective Score (1-10),type_group_id_int,,
p03170,p03170_4,"Types: N: int, K: int, a: List[int]
Ranges: 1 ≤ N ≤ 100, 1 ≤ K ≤ 10^5, 1 ≤ a_1 < a_2 < ... < a_N ≤ K
Addtl Info: None",117,,107,,,NA,,,,3170,,
p03252,p03252_4,"Types: S: str, T: str
Ranges: 1 ≤ |S| ≤ 2 × 10^5, |S| = |T|
Addtl Info: S and T consist of lowercase English letters.",117,,104,,,NA,,,,3252,,
p00054,p00054_4,"Types: a: int, b: int, n: int
Ranges: 1 ≤ a ≤ 1000, 1 ≤ b ≤ 10000, 1 ≤ n ≤ 100
Addtl Info: No more than 100 datasets",116,,102,,,NA,,,,54,,
p02400,p02400_4,"Types: r: float
Ranges: 0 < r < 10000
Addtl Info: The output should not contain an absolute error greater than 10^-5",116,,103,,,NA,,,,2400,,
p02954,p02954_4,"Types: S: str
Ranges: 2 ≤ len(S) ≤ 10^5, S[0] = 'R', S[-1] = 'L', all characters of S in {'L', 'R'}
Addtl Info: None",116,,104,,,NA,,,,2954,,
p03942,p03942_4,"Types: N: int, S_0: str, T: str
Ranges: 1 ≤ N ≤ 1,000,000
Addtl Info: S_0 and T consist of lowercase English letters",116,,105,,,NA,,,,3942,,
p02357,p02357_4,"Types: N: int, L: int, a: List[int]  
Ranges: 1 ≤ N ≤ 10^6, 1 ≤ L ≤ 10^6, 1 ≤ a[i] ≤ 10^9, L ≤ N  
Addtl Info: None",115,,102,,,NA,,,,2357,,
p00152,p00152_4,"Types: m: int, id: int, s: List[int]
Ranges: 3 ≤ m ≤ 40, 0 ≤ id ≤ 9999, 0 ≤ s[j] ≤ 10
Addtl Info: 12 ≤ len(s) ≤ 21",114,,102,,,NA,,,,152,,
p01223,p01223_4,"Types: t: int, n: int, heights: List[int]
Ranges: 0 < t ≤ 100, 2 ≤ n ≤ 100, 0 < heights[i] ≤ 1000
Addtl Info: None",114,,102,,,NA,,,,1223,,
p01602,p01602_4,"Types: n: int, p: List[Tuple[str, int]]
Ranges: 1 ≤ n ≤ 1,000, 1 ≤ x_i ≤ 10^6, p_i in {'(', ')'}
Addtl Info: None",113,,104,,,NA,,,,1602,,
p02194,p02194_4,"Types: N: int, A: List[int]
Ranges: 1 ≤ N ≤ 10^5, 0 ≤ A[i] ≤ 2^{20}-1
Addtl Info: Output the answer modulo 10^9+7",113,,102,,,NA,,,,2194,,
p02556,p02556_4,"Types: N: int, coordinates: List[Tuple[int, int]]
Ranges: 2 ≤ N ≤ 2 × 10^5, 1 ≤ x_i, y_i ≤ 10^9
Addtl Info: None",112,,103,,,NA,,,,2556,,
p03449,p03449_4,"Types: N: int, A: List[List[int]]
Ranges: 1 ≤ N ≤ 100, 1 ≤ A[i][j] ≤ 100 (1 ≤ i ≤ 2, 1 ≤ j ≤ N)
Addtl Info: None",112,,105,,,NA,,,,3449,,
p00222,p00222_4,"Types: n: int
Ranges: 13 ≤ n ≤ 10,000,000
Addtl Info: No more than 2000 datasets, input ends with a single zero",111,,102,,,NA,,,,222,,
p03577,p03577_4,"Types: S: str
Ranges: 9 ≤ |S| ≤ 50
Addtl Info: S consists of uppercase English letters and ends with ""FESTIVAL""",111,,104,,,NA,,,,3577,,
p03825,p03825_4,"Types: N: int, M: int, K: int
Ranges: 1 ≤ N, M ≤ 2000, 2 ≤ K ≤ 2000
Addtl Info: N + M - 1 is divisible by K - 1",111,,104,,,NA,,,,3825,,
p02163,p02163_4,"Types: N: int, q: List[Tuple[int, int]]
Ranges: 1 ≤ N ≤ 15, 1 ≤ q[i][0] ≤ 3, 1 ≤ q[i][1] ≤ 10
Addtl Info: None",110,,103,,,NA,,,,2163,,
p00199,p00199_4,"Types: n: int, m: int, a: List[str]
Ranges: 1 ≤ n ≤ 100, m ≤ n, a[i] in {'A', 'B', 'C', 'D'}
Addtl Info: None",109,,102,,,NA,,,,199,,
p00390,p00390_4,"Types: N: int, a: List[int], w: List[int]
Ranges: 3 ≤ N ≤ 10, a[i] ∈ {0, 1}, 1 ≤ w[i] ≤ 1000
Addtl Info: None",109,,103,,,NA,,,,390,,
p01351,p01351_4,"Types: m: int, n: int, a: int, b: int, c: int, d: int
Ranges: 1 ≤ m, n, a, b, c, d ≤ 100,000
Addtl Info: None",109,,102,,,NA,,,,1351,,
p03263,p03263_4,"Types: H: int, W: int, a: List[List[int]]

Ranges: 1 ≤ H ≤ 500, 1 ≤ W ≤ 500, 0 ≤ a_{ij} ≤ 9

Addtl Info: None",109,,104,,,NA,,,,3263,,
p03346,p03346_4,"Types: N: int, P: List[int]

Ranges: 1 ≤ N ≤ 2 × 10^5, P is a permutation of (1, 2, ..., N)

Addtl Info: None",109,,23,,,NA,,,,3346,,
p03364,p03364_4,"Types: N: int, S: List[List[str]]
Ranges: 1 ≤ N ≤ 300, S_{i,j} is a lowercase English letter
Addtl Info: None",109,,104,,,NA,,,,3364,,
p04028,p04028_4,"Types: N: int, s: str  
Ranges: 1 ≤ N ≤ 5000, 1 ≤ |s| ≤ N  
Addtl Info: s consists of the letters '0' and '1'",109,,104,,,NA,,,,4028,,
p03703,p03703_4,"Types: N: int, K: int, a: List[int]
Ranges: 1 ≤ N ≤ 2 × 10^5, 1 ≤ K ≤ 10^9, 1 ≤ a[i] ≤ 10^9
Addtl Info: None",108,,104,,,NA,,,,3703,,
p03500,p03500_4,"Types: N: int, K: int, A: List[int]

Ranges: 1 ≤ N ≤ 200, 1 ≤ A[i] ≤ 10^18, 1 ≤ K ≤ 10^18

Addtl Info: None",107,,105,,,NA,,,,3500,,
p02929,p02929_4,"Types: N: int, S: str  
Ranges: 1 ≤ N ≤ 10^5, |S| = 2N, S[i] in {'B', 'W'} (0 ≤ i < 2N)  
Addtl Info: None",106,,104,,,NA,,,,2929,,
p03165,p03165_4,"Types: s: str, t: str
Ranges: 1 ≤ |s|, |t| ≤ 3000
Addtl Info: s and t consist of lowercase English letters",106,,105,,,NA,,,,3165,,
p02602,p02602_4,"Types: N: int, K: int, A: List[int]
Ranges: 2 ≤ N ≤ 200000, 1 ≤ K ≤ N-1, 1 ≤ A[i] ≤ 10^9
Addtl Info: None",105,,104,,,NA,,,,2602,,
p03651,p03651_4,"Types: N: int, K: int, A: List[int]
Ranges: 1 ≤ N ≤ 10^5, 1 ≤ A[i] ≤ 10^9, 1 ≤ K ≤ 10^9
Addtl Info: None",104,,105,,,NA,,,,3651,,
p04035,p04035_4,"Types: N: int, L: int, a: List[int]
Ranges: 2 ≤ N ≤ 10^5, 1 ≤ L ≤ 10^9, 1 ≤ a[i] ≤ 10^9
Addtl Info: None",104,,104,,,NA,,,,4035,,
p03254,p03254_4,"Types: N: int, x: int, a: List[int]
Ranges: 2 ≤ N ≤ 100, 1 ≤ x ≤ 10^9, 1 ≤ a[i] ≤ 10^9
Addtl Info: None",103,,105,,,NA,,,,3254,,
p02132,p02132_4,"Types: N: int, M: int, x_i: int, y_i: int
Ranges: 1 ≤ M ≤ N ≤ 14, 0 ≤ x_i, y_i ≤ 10^5
Addtl Info: None",102,,105,,,NA,,,,2132,,
p02327,p02327_4,"Types: H: int, W: int, c: List[List[int]]
Ranges: 1 ≤ H, W ≤ 1,400, c[i][j] in {0, 1}
Addtl Info: None",102,,102,,,NA,,,,2327,,
p02677,p02677_4,"Types: A: int, B: int, H: int, M: int
Ranges: 1 ≤ A, B ≤ 1000, 0 ≤ H ≤ 11, 0 ≤ M ≤ 59
Addtl Info: None",102,,103,,,NA,,,,2677,,
p03122,p03122_4,"Types: 
N: int, 
coordinates: List[Tuple[int, int]]

Ranges: 
1 ≤ N ≤ 10^4, 
-10^17 ≤ x_i, y_i ≤ 10^17",102,,102,,,NA,,,,3122,,
p00108,p00108_4,"Types: n: int, s: List[int]
Ranges: 1 ≤ n ≤ 12, 1 ≤ si ≤ 100
Addtl Info: 0 ≤ number of datasets ≤ 200",101,,102,,,NA,,,,108,,
p02042,p02042_4,"Types: N: int, M: int, A: List[int]
Ranges: 2 ≤ N ≤ 10^5, 0 ≤ M ≤ N, 0 ≤ A[i] ≤ 10^5
Addtl Info: None",101,,102,,,NA,,,,2042,,
p01939,p01939_4,"Types: n: int, m: int
Ranges: 1 ≤ n ≤ 10^15, 0 ≤ m ≤ 10^15
Addtl Info: Output result modulo 10^9 + 7",100,,102,,,NA,,,,1939,,
p02024,p02024_4,"Types: H: int, W: int, S: int, T: int
Ranges: 2 ≤ H, W ≤ 10^9, 1 ≤ S ≤ H, 1 ≤ T ≤ W
Addtl Info: None",100,,102,,,NA,,,,2024,,
p03766,p03766_4,"Types: n: int
Ranges: 1 ≤ n ≤ 10^6
Addtl Info: Output should be the count of sequences modulo 10^9+7",100,,103,,,NA,,,,3766,,
p03802,p03802_4,"Types: N: int, x: List[int], y: List[int]
Ranges: 2 ≤ N ≤ 10^4, 1 ≤ x_i, y_i ≤ 10^9
Addtl Info: None",100,,104,,,NA,,,,3802,,
p00840,p00840_4,"Types: r: float, s: int, w: List[int]
Ranges: 0 < r < 10, 1 ≤ s ≤ 6, 1 ≤ wi ≤ 1000
Addtl Info: None",99,,102,,,NA,,,,840,,
p03131,p03131_4,"Types: K: int, A: int, B: int  
Ranges: 1 ≤ K ≤ 10^9, 1 ≤ A ≤ 10^9, 1 ≤ B ≤ 10^9  
Addtl Info: None",99,,104,,,NA,,,,3131,,
p02123,p02123_4,"Types: N: int, A: List[List[str]]
Ranges: 3 ≤ N ≤ 2047, A[i][j] in {'o', 'x'}
Addtl Info: N is odd",98,,104,,,NA,,,,2123,,
p04011,p04011_4,"Types: N: int, K: int, X: int, Y: int
Ranges: 1 ≤ N, K ≤ 10000, 1 ≤ Y < X ≤ 10000
Addtl Info: None",98,,103,,,NA,,,,4011,,
p01495,p01495_4,"Types: N: int, X: int, Y: int, Z: int
Ranges: 1 ≤ N ≤ 1,000; 0 ≤ X, Y, Z ≤ 10^18
Addtl Info: None",97,,102,,,NA,,,,1495,,
p02169,p02169_4,"Types: M: int, N: int, K: int
Ranges: 1 ≤ M ≤ 10^18, 1 ≤ N ≤ 10^18, 1 ≤ K ≤ 1000
Addtl Info: None",97,,106,,,NA,,,,2169,,
p02546,p02546_4,"Types: S: str  
Ranges: 1 ≤ len(S) ≤ 1000  
Addtl Info: S contains only lowercase English letters",97,,104,,,NA,,,,2546,,
p00225,p00225_4,"Types: n: int, wordi: str
Ranges: 2 ≤ n ≤ 10000, 1 ≤ len(wordi) ≤ 32
Addtl Info: <= 50 datasets",95,,102,,,NA,,,,225,,
p01106,p01106_4,"Types: n: int, i: int, j: int  
Ranges: 1 ≤ n ≤ 60, 1 ≤ i ≤ 2^n, 1 ≤ j ≤ 2^n  
Addtl Info: None",95,,102,,,NA,,,,1106,,
p03564,p03564_4,"Types: N: int, K: int
Ranges: 1 ≤ N ≤ 10, 1 ≤ K ≤ 10
Addtl Info: All input values are integers",94,,103,,,NA,,,,3564,,
p00642,p00642_4,"Types: n: int
Ranges: 1 ≤ n ≤ 100,000
Addtl Info: Input terminates with a dataset where n = 0",93,,102,,,NA,,,,642,,
p00254,p00254_4,"Types: N: int
Ranges: 1 ≤ N ≤ 9999
Addtl Info: The number of datasets does not exceed 10,000",92,,102,,,NA,,,,254,,
p00593,p00593_4,"Types: N: int
Ranges: 0 < N < 10
Addtl Info: Input ends with a line containing a single zero",92,,102,,,NA,,,,593,,
p02840,p02840_4,"Types: N: int, X: int, D: int
Ranges: 1 ≤ N ≤ 2 × 10^5, -10^8 ≤ X, D ≤ 10^8
Addtl Info: None",92,,104,,,NA,,,,2840,,
p03392,p03392_4,"Types: S: str  
Ranges: 2 ≤ |S| ≤ 2 × 10^5, S consists of {'a', 'b', 'c'}  
Addtl Info: None",92,,105,,,NA,,,,3392,,
p00974,p00974_4,"Types: n: int, a: List[int]

Ranges: 1 ≤ n ≤ 100,000, 1 ≤ a[i] ≤ 100,000

Addtl Info: None",90,,102,,,NA,,,,974,,
p01873,p01873_4,"Types: N: int, S: List[int]

Ranges: 1 ≤ N ≤ 200,000, 1 ≤ S[i] ≤ 100,000

Addtl Info: None",90,,102,,,NA,,,,1873,,
p02981,p02981_4,"Types: N: int, A: int, B: int
Ranges: 1 ≤ N ≤ 20, 1 ≤ A ≤ 50, 1 ≤ B ≤ 50
Addtl Info: None",89,,104,,,NA,,,,2981,,
p03244,p03244_4,"Types: n: int, v: List[int]

Ranges: 2 ≤ n ≤ 10^5, 1 ≤ v[i] ≤ 10^5

Addtl Info: n is even",89,,104,,,NA,,,,3244,,
p00150,p00150_4,"Types: n: int
Ranges: 5 ≤ n ≤ 10000
Addtl Info: Input ends with a line containing a zero",88,,102,,,NA,,,,150,,
p00324,p00324_4,"Types: N: int, d: List[int]
Ranges: 1 ≤ N ≤ 200000, -10^9 ≤ d[i] ≤ 10^9
Addtl Info: None",88,,103,,,NA,,,,324,,
p03139,p03139_4,"Types: N: int, A: int, B: int
Ranges: 1 ≤ N ≤ 100, 0 ≤ A ≤ N, 0 ≤ B ≤ N
Addtl Info: None",88,,104,,,NA,,,,3139,,
p02979,p02979_4,"Types: N: int, K: int, M: int
Ranges: 1 ≤ K ≤ N ≤ 150, 10^8 ≤ M ≤ 10^9
Addtl Info: None",87,,106,,,NA,,,,2979,,
p03992,p03992_4,"Types: s: str
Ranges: len(s) = 12
Addtl Info: s contains only uppercase English letters",87,,104,,,NA,,,,3992,,
p01958,p01958_4,"Types: l: int, r: int
Ranges: 1 ≤ l ≤ r ≤ 10^9, 0 ≤ r - l < 1,000,000
Addtl Info: None",86,,107,,,NA,,,,1958,,
p02642,p02642_4,"Types: N: int, A: List[int]
Ranges: 1 ≤ N ≤ 2 × 10^5, 1 ≤ A[i] ≤ 10^6
Addtl Info: None",86,,104,,,NA,,,,2642,,
p00586,p00586_4,"Types: A: int, B: int
Ranges: -1000 ≤ A, B ≤ 1000
Addtl Info: Input terminated by EOF",85,,102,,,NA,,,,586,,
p02910,p02910_4,"Types: S: str
Ranges: 1 ≤ len(S) ≤ 100, S[i] in {'L', 'R', 'U', 'D'}
Addtl Info: None",85,,106,,,NA,,,,2910,,
p01541,p01541_4,"Types: n: int, Si: List[int]
Ranges: 1 ≤ n ≤ 10^3, 1 ≤ Si[i] ≤ 10^4
Addtl Info: None",84,,105,,,NA,,,,1541,,
p03386,p03386_4,"Types: A: int, B: int, K: int
Ranges: 1 ≤ A ≤ B ≤ 10^9, 1 ≤ K ≤ 100
Addtl Info: None",84,,104,,,NA,,,,3386,,
p03592,p03592_4,"Types: N: int, M: int, K: int
Ranges: 1 ≤ N, M ≤ 1000, 0 ≤ K ≤ N*M
Addtl Info: None",83,,105,,,NA,,,,3592,,
p00344,p00344_4,"Types: N: int, a: List[int]
Ranges: 1 ≤ N ≤ 100000, 1 ≤ ai ≤ 10^9
Addtl Info: None",82,,104,,,NA,,,,344,,
p01968,p01968_4,"Types: N: int, a: List[int]  
Ranges: 1 ≤ N ≤ 60, -2 ≤ a[i] ≤ 2  
Addtl Info: None",82,,102,,,NA,,,,1968,,
p01976,p01976_4,"Types: N: int, a: List[int]
Ranges: 1 ≤ N ≤ 10^5, 1 ≤ a[i] ≤ 10^9
Addtl Info: None",82,,102,,,NA,,,,1976,,
p02061,p02061_4,"Types: Q: int, N: List[int]
Ranges: 1 ≤ Q ≤ 10^5, 2 ≤ N[i] ≤ 10^5
Addtl Info: None",82,,102,,,NA,,,,2061,,
p02626,p02626_4,"Types: N: int, A: List[int]
Ranges: 2 ≤ N ≤ 300, 1 ≤ A[i] ≤ 10^12
Addtl Info: None",82,,106,,,NA,,,,2626,,
p03018,p03018_4,"Types: s: str

Ranges: 1 ≤ |s| ≤ 200000, s[i] ∈ {'A', 'B', 'C'}

Addtl Info: None",81,,104,,,NA,,,,3018,,
p03197,p03197_4,"Types: N: int, a: List[int]
Ranges: 1 ≤ N ≤ 10^5, 1 ≤ a_i ≤ 10^9
Addtl Info: None",81,,103,,,NA,,,,3197,,
p03767,p03767_4,"Types: N: int, a: List[int]
Ranges: 1 ≤ N ≤ 10^5, 1 ≤ a_i ≤ 10^9
Addtl Info: None",81,,103,,,NA,,,,3767,,
p03012,p03012_4,"Types: N: int, W: List[int]
Ranges: 2 ≤ N ≤ 100, 1 ≤ W[i] ≤ 100
Addtl Info: None",80,,104,,,NA,,,,3012,,
p00312,p00312_4,"Types: D: int, L: int  
Ranges: 1 ≤ D ≤ 10000, 2 ≤ L ≤ 10000  
Addtl Info: None",79,,103,,,NA,,,,312,,
p00935,p00935_4,"Types: n: int, d: List[int]
Ranges: 1 ≤ n ≤ 1000, 0 ≤ d[k] ≤ 9
Addtl Info: None",79,,102,,,NA,,,,935,,
p03136,p03136_4,"Types: N: int, L: List[int]
Ranges: 3 ≤ N ≤ 10, 1 ≤ L[i] ≤ 100
Addtl Info: None",79,,104,,,NA,,,,3136,,
p01868,p01868_4,"Types: N: int, T: List[int]
Ranges: 1 ≤ N ≤ 50, 1 ≤ T[i] ≤ 50
Addtl Info: None",78,,102,,,NA,,,,1868,,
p01989,p01989_4,"Types: S: str
Ranges: 4 ≤ |S| ≤ 12, S consists only of digits
Addtl Info: None",78,,102,,,NA,,,,1989,,
p02581,p02581_4,"Types: N: int, A: List[int]
Ranges: 1 ≤ N ≤ 2000, 1 ≤ A_i ≤ N
Addtl Info: None",78,,104,,,NA,,,,2581,,
p02783,p02783_4,"Types: H: int, A: int  
Ranges: 1 ≤ H ≤ 10^4, 1 ≤ A ≤ 10^4  
Addtl Info: None",77,,104,,,NA,,,,2783,,
p02708,p02708_4,"Types: N: int, K: int

Ranges: 1 ≤ N ≤ 2×10^5, 1 ≤ K ≤ N+1

Addtl Info: None",76,,104,,,NA,,,,2708,,
p02765,p02765_4,"Types: N: int, R: int  
Ranges: 1 ≤ N ≤ 100, 0 ≤ R ≤ 4111  
Addtl Info: None",76,,103,,,NA,,,,2765,,
p03129,p03129_4,"Types: N: int, K: int  
Ranges: 1 ≤ N ≤ 100, 1 ≤ K ≤ 100  
Addtl Info: None",75,,105,,,NA,,,,3129,,
p03748,p03748_4,"Types: N: int, M: int

Ranges: 1 ≤ N ≤ 3000, 1 ≤ M ≤ 3000

Addtl Info: None",75,,104,,,NA,,,,3748,,
p03952,p03952_4,"Types: N: int, x: int

Ranges: 2 ≤ N ≤ 10^5, 1 ≤ x ≤ 2N-1

Addtl Info: None",75,,103,,,NA,,,,3952,,
p03250,p03250_4,"Types: A: int, B: int, C: int  
Ranges: 1 ≤ A, B, C ≤ 9  
Addtl Info: None",74,,104,,,NA,,,,3250,,
p03544,p03544_4,"Types: N: int

Ranges: 1 ≤ N ≤ 86

Addtl Info: Answer is less than 10^{18}",74,,103,,,NA,,,,3544,,
p03609,p03609_4,"Types: X: int, t: int
Ranges: 1 ≤ X ≤ 10^9, 1 ≤ t ≤ 10^9
Addtl Info: None",73,,104,,,NA,,,,3609,,
p03066,p03066_4,"Types: N: int, X: int
Ranges: 1 ≤ N ≤ 3000, 1 ≤ X ≤ 2N
Addtl Info: None",71,,106,,,NA,,,,3066,,
p03272,p03272_4,"Types: N: int, i: int
Ranges: 1 ≤ N ≤ 100, 1 ≤ i ≤ N
Addtl Info: None",69,,104,,,NA,,,,3272,,
p03315,p03315_4,"Types: S: str
Ranges: len(S) = 4, S[i] in {'+', '-'}
Addtl Info: None",69,,43,,,NA,,,,3315,,
p03740,p03740_4,"Types: X: int, Y: int  
Ranges: 0 ≤ X, Y ≤ 10^{18}  
Addtl Info: None",69,,105,,,NA,,,,3740,,
p03479,p03479_4,"Types: X: int, Y: int  
Ranges: 1 ≤ X ≤ Y ≤ 10^18  
Addtl Info: None",68,,104,,,NA,,,,3479,,
p03820,p03820_4,"Types: N: int, K: int  
Ranges: 1 ≤ K ≤ N ≤ 2,000  
Addtl Info: None",68,,104,,,NA,,,,3820,,
p01048,p01048_4,"Type Bounds:

Types: N: int
Ranges: 1 ≤ N ≤ 12
Addtl Info: None",63,,28,,,NA,,,,1048,,
p02471,p02471_4,"Types: a: int, b: int
Ranges: 1 ≤ a, b ≤ 10^9
Addtl Info: None",62,,103,,,NA,,,,2471,,
p03005,p03005_4,"Types: N: int, K: int
Ranges: 1 ≤ K ≤ N ≤ 100
Addtl Info: None",62,,104,,,NA,,,,3005,,
p00301,p00301_4,"Types: w: int  
Ranges: 1 ≤ w ≤ 100000  
Addtl Info: None",57,,102,,,NA,,,,301,,
p03212,p03212_4,"Types: N: int  
Ranges: 1 ≤ N < 10^9  
Addtl Info: None",55,,104,,,NA,,,,3212,,
p03365,p03365_4,"Types: N: int  
Ranges: 2 ≤ N ≤ 10^6  
Addtl Info: None",55,,105,,,NA,,,,3365,,
p02675,p02675_4,"Types: N: int  
Ranges: 1 ≤ N ≤ 999  
Addtl Info: None",54,,104,,,NA,,,,2675,,
p00993,p00993_4,"Types: N: int
Ranges: 1 ≤ N ≤ 1,500
Addtl Info: None",52,,103,,,NA,,,,993,,
p02137,p02137_4,"Types: P: int
Ranges: 1 ≤ P ≤ 10^5
Addtl Info: None",51,,104,,,NA,,,,2137,,
p02470,p02470_4,"Types: n: int
Ranges: 1 ≤ n ≤ 10^9
Addtl Info: None",51,,103,,,NA,,,,2470,,
p03910,p03910_4,"Types: N: int
Ranges: 1 ≤ N ≤ 10^7
Addtl Info: None",51,,104,,,NA,,,,3910,,
p00007,p00007_4,"Types: n: int
Ranges: 0 ≤ n ≤ 100
Addtl Info: None",50,,102,,,NA,,,,7,,
p02713,p02713_4,"Types: K: int
Ranges: 1 ≤ K ≤ 200
Addtl Info: None",50,,102,,,NA,,,,2713,,
p00019,p00019_4,"Types: n: int
Ranges: 1 ≤ n ≤ 20
Addtl Info: None",49,,102,,,NA,,,,19,,
p02621,p02621_4,"Types: a: int
Ranges: 1 ≤ a ≤ 10
Addtl Info: None",49,,103,,,NA,,,,2621,,
